title,rating(y),avg_rating,lee_rating,eval_count,wish_count,cmt_count,director,actors,film_rate,genre,nation,run_time,year,0.5,1,1.5,2,2.5,3,3.5,4,4.5,5
호빗: 다섯 군대 전투,4.0,3.79774,,92687.0,6510.0,4223.0,피터잭슨,"이안맥켈런,마틴프리먼,리처드아미티지",12세 관람가,판타지,"미국, 뉴질랜드",144.0,2014.0,425,621,772,3724,2412,18398,13730,11070,26978,14557
무극,1.0,2.23342,,5841.0,52.0,146.0,천카이거,"장동건,장백지,사나다히로유키",12세 관람가,판타지,"한국, 미국, 중국",101.0,2005.0,267,373,924,418,1839,183,1368,20,372,77
구미호 가족,1.0,2.07155,,6237.0,164.0,75.0,이형곤,"주현,박준규,하정우",15세 관람가,판타지,한국,102.0,2006.0,333,486,1254,497,1986,125,1197,11,266,82
천녀유혼 2 - 인간도,4.0,3.6021,,24626.0,824.0,120.0,정소동,"장국영,왕조현,우마",15세 관람가,판타지,홍콩,103.0,1990.0,95,153,628,609,1693,2182,6279,764,8119,4104
천녀유혼,4.0,3.37344,,42300.0,1245.0,233.0,엽위신,"고천락,유역비,여소군",12세 관람가,판타지,중국,98.0,2011.0,416,605,1885,1672,4288,3636,11018,1142,12172,5466
해리 포터와 아즈카반의 죄수,4.0,3.85926,,394171.0,2105.0,1043.0,알폰소쿠아론,"다니엘래드클리프,엠마왓슨,루퍼트그린트",전체 관람가,판타지,"미국, 영국",141.0,2004.0,1042,1570,5263,8259,14327,38596,79718,19206,127502,98688
캐리비안의 해적 - 블랙 펄의 저주,5.0,3.95951,3.0,423345.0,4206.0,957.0,고어버빈스키,"조니뎁,키이라나이틀리,올랜도블룸",12세 관람가,판타지,미국,143.0,2003.0,844,1318,4107,6584,12273,37118,71414,22672,152547,114468
스파이더맨,3.0,3.7782,,402779.0,2607.0,1065.0,샘레이미,"토비맥과이어,커스틴던스트,윌렘데포",12세 관람가,판타지,미국,121.0,2002.0,867,1565,4534,7888,15482,41481,90523,16575,146969,76895
타이탄,3.0,3.03687,2.0,134138.0,1445.0,433.0,루이스리터리어,"샘워싱턴,리암니슨,랄프파인즈",12세 관람가,판타지,"영국, 미국",106.0,2010.0,1319,2555,8019,7677,21677,9403,45733,1423,25860,10472
배트맨 비긴즈,5.0,3.94308,,299713.0,8113.0,1617.0,크리스토퍼놀란,"크리스찬베일,리암니슨,케이티홈즈",12세 관람가,판타지,미국,139.0,2005.0,541,779,2849,3972,8416,27982,51480,18486,110929,74279
엑스맨 탄생: 울버린,2.0,3.56268,2.0,242334.0,3535.0,786.0,개빈후드,"휴잭맨,리브슈라이버,대니휴스턴",12세 관람가,판타지,미국,107.0,2009.0,1525,2560,5882,9271,17318,22961,61581,7051,72778,41407
반 헬싱,2.0,3.27605,,152578.0,2262.0,420.0,스티븐소머즈,"휴잭맨,케이트베킨세일,슐러헨슬리",15세 관람가,판타지,"미국, 체코",131.0,2004.0,791,1996,4656,8194,16832,14629,50544,2696,38499,13741
핸콕,3.0,3.37124,2.0,250752.0,3364.0,968.0,피터버그,"윌스미스,샤를리즈테론,제이슨베이트먼",12세 관람가,판타지,미국,92.0,2008.0,1029,2502,5688,11941,23586,26300,80392,5272,68831,25211
가위손,5.0,3.92325,4.0,253170.0,18791.0,1530.0,팀버튼,"조니뎁,위노나라이더,다이안위스트",15세 관람가,판타지,미국,100.0,1990.0,545,777,3416,3428,8794,20949,42701,18223,92983,61354
해리 포터와 혼혈 왕자,4.0,3.72513,,391327.0,2421.0,830.0,데이빗예이츠,"다니엘래드클리프,엠마왓슨,루퍼트그린트",전체 관람가,판타지,"영국, 미국",153.0,2009.0,1478,2232,9040,10381,23229,33888,89694,13518,115309,92558
찰리와 초콜릿 공장,4.0,3.69906,3.0,524525.0,2939.0,1765.0,팀버튼,"조니뎁,프레디하이모어,미시파일",전체 관람가,판타지,"미국, 영국",114.0,2005.0,1254,2751,8670,13502,29743,54278,122449,25304,170146,96428
기다리다 미쳐,4.0,2.17996,,6630.0,118.0,103.0,류승진,"장근석,손태영,장희진",15세 관람가,로맨스/멜로,한국,108.0,2007.0,322,461,1165,484,2002,205,1533,16,377,65
키친,3.0,2.70387,,31812.0,1202.0,303.0,홍지영,"신민아,주지훈,김태우",15세 관람가,로맨스/멜로,한국,102.0,2009.0,804,1587,2245,3573,6349,2850,9383,350,3693,978
백만장자의 첫사랑,3.0,2.26912,,19692.0,225.0,291.0,김태균,"현빈,이연희,이한솔",12세 관람가,로맨스/멜로,한국,116.0,2006.0,1041,1206,3595,1366,5176,701,4440,80,1581,506
슬픔보다 더 슬픈 이야기,1.0,3.26909,,46468.0,2998.0,425.0,원태연,"권상우,이보영,이범수",15세 관람가,로맨스/멜로,한국,105.0,2009.0,999,1148,2866,2465,5256,4200,10433,1935,10382,6784
시월애,4.0,3.40057,,67927.0,8032.0,465.0,이현승,"이정재,전지현,조승연",12세 관람가,로맨스/멜로,한국,94.0,2000.0,310,654,2180,2690,6254,7370,19571,2527,19274,7097
...ing,3.0,2.98247,,58547.0,1872.0,238.0,이언희,"임수정,김래원,이미숙",12세 관람가,로맨스/멜로,한국,110.0,2003.0,496,1050,4420,3198,9500,4307,20117,683,11009,3767
클로저,4.0,3.70706,,93960.0,16343.0,1405.0,마이크니콜스,"나탈리포트만,주드로,줄리아로버츠",청소년 관람불가,로맨스/멜로,미국,103.0,2004.0,272,461,2569,2180,5578,9601,19541,6146,29628,17984
"다만, 널 사랑하고 있어",3.0,3.59537,,146081.0,11726.0,867.0,신조타케히코,"타마키히로시,미야자키아오이,우에하라미사",12세 관람가,로맨스/멜로,일본,116.0,2006.0,937,1412,5037,4742,10854,13241,33071,6226,42346,28215
너는 내 운명,3.0,3.70567,,220017.0,10034.0,665.0,박진표,"전도연,황정민,나문희",청소년 관람불가,로맨스/멜로,한국,121.0,2005.0,676,1011,4366,4585,12245,18817,52023,8729,75963,41602
"지금, 만나러 갑니다",3.0,3.8818,,230978.0,16121.0,1493.0,도이노부히로,"타케우치유코,나카무라시도,타케이아카시",12세 관람가,로맨스/멜로,일본,118.0,2004.0,822,1101,5393,4016,11479,16596,40739,13260,71663,65909
아이 인사이드,3.0,3.41171,,11796.0,4220.0,152.0,롤란드수소리흐터,"라이언필립,사라폴리,파이퍼페라보",15세 관람가,스릴러,미국,93.0,2003.0,42,78,421,420,878,1331,3518,329,3707,1072
더 재킷,3.0,3.45044,,25315.0,4823.0,260.0,존메이버리,"애드리언브로디,키이라나이틀리,크리스크리스토퍼슨",15세 관람가,스릴러,"미국, 영국, 독일",102.0,2005.0,100,196,658,1035,2018,3098,6885,1006,7895,2424
10억,2.0,2.56288,,151143.0,1139.0,736.0,조민호,"박해일,박희순,신민아",15세 관람가,스릴러,한국,114.0,2009.0,5373,6934,18924,12551,33577,9874,39826,1439,16838,5807
데스 노트,1.0,3.04751,,239536.0,1122.0,943.0,카네코슈스케,"후지와라타츠야,마츠야마켄이치,호소카와시게키",12세 관람가,스릴러,일본,126.0,2006.0,4689,6422,16578,15255,35044,19926,67570,4697,47113,22242
디스터비아,3.0,3.31497,,79644.0,2308.0,435.0,D.J.카루소,"샤이아라보프,사라로머,데이빗모스",12세 관람가,스릴러,미국,104.0,2007.0,243,702,2294,3644,7332,10206,26083,1884,21955,5301
바닐라 스카이,5.0,3.68957,,126071.0,13782.0,872.0,페르난도메이렐레스,"줄리안무어,마크러팔로,가엘가르시아베르날",청소년 관람불가,스릴러,미국,135.0,2001.0,724,1158,3995,5277,10541,15576,34495,4923,36400,12982
눈먼 자들의 도시,3.0,3.41917,,104270.0,15627.0,1099.0,카메론크로우,"톰크루즈,페넬로페크루즈,카메론디아즈",청소년 관람불가,스릴러,"미국, 캐나다, 일본",120.0,2008.0,360,499,2952,2283,6689,9270,22634,6542,33243,19798
식스 센스,3.0,4.12837,,317642.0,20274.0,1799.0,M.나이트샤말란,"브루스윌리스,할리조엘오스먼트,토니콜렛",12세 관람가,스릴러,미국,107.0,1999.0,581,567,2778,2628,5893,21145,36866,27075,117997,102112
프레스티지,3.0,3.77823,,109165.0,21254.0,1615.0,크리스토퍼놀란,"휴잭맨,크리스찬베일,마이클케인",15세 관람가,스릴러,"영국, 미국",130.0,2006.0,324,396,2623,2030,4788,12245,19876,8897,38057,19929
더 게임,2.0,3.2152,,177380.0,3385.0,603.0,윤인호,"신하균,변희봉,손현주",15세 관람가,스릴러,한국,116.0,2007.0,1532,2733,8508,9128,22869,15500,52786,3983,43809,16532
데스 노트 - 라스트 네임,1.0,2.95679,,207363.0,876.0,518.0,카네코슈스케,"후지와라타츠야,마츠야마켄이치,나카무라시도",12세 관람가,스릴러,"미국, 일본",139.0,2006.0,4054,4676,20179,10318,35864,12025,58259,2634,39045,20309
폰 부스,4.0,3.77328,,213158.0,7320.0,1295.0,조엘슈마허,"콜린파렐,포레스트휘태커,키퍼서덜랜드",12세 관람가,스릴러,미국,81.0,2002.0,524,747,4565,3561,10375,18814,42932,11162,78580,41898
설국열차,3.0,3.75864,,465284.0,17081.0,5418.0,봉준호,"크리스에반스,송강호,고아성",15세 관람가,SF,한국,125.0,2013.0,1527,2701,4950,14099,16756,66892,88687,35320,160974,73378
13층,3.0,3.7336,,45383.0,12772.0,703.0,조세프루스낵,"크레이그비에코,그레첸몰,아민뮬러-스탈",12세 관람가,SF,"독일, 미국",98.0,1999.0,111,182,1202,833,2234,4549,8945,2877,16588,7862
점퍼,3.0,3.40473,,238729.0,3683.0,1097.0,더그라이만,"헤이든크리스텐슨,사무엘L.잭슨,제이미벨",15세 관람가,SF,미국,88.0,2008.0,1181,2846,4895,12631,21073,27955,70146,6609,65740,25653
12 몽키즈,4.0,3.73529,,69224.0,10617.0,785.0,테리길리암,"브루스윌리스,매들린스토우,브래드피트",15세 관람가,SF,미국,129.0,1995.0,148,291,1393,1261,3616,6894,14192,4272,25425,11732
디스트릭트 9,4.0,3.82466,,227763.0,11087.0,2334.0,닐블롬캠프,"샬토코플리,제이슨코프,바네사헤이우드",청소년 관람불가,SF,"미국, 뉴질랜드, 캐나다, 남아프리카 공화국",112.0,2009.0,1028,1319,4822,4662,11537,20371,38363,19329,76006,50326
클로버필드,4.0,3.32635,3.0,87499.0,5057.0,948.0,맷리브스,"리지캐플란,T.J.밀러,제시카루카스",15세 관람가,SF,미국,85.0,2008.0,849,1028,4328,3841,9684,8575,22726,2951,23272,10245
아부의 왕,1.0,2.47844,2.0,25064.0,432.0,195.0,정승구,"성동일,송새벽,한채아",15세 관람가,코미디,한국,118.0,2012.0,1210,1563,2939,2464,5582,1740,6276,216,2354,720
퍼스트 어벤져,3.0,3.44168,,192925.0,4786.0,1616.0,조존스톤,"크리스에반스,휴고위빙,토미리존스",12세 관람가,판타지,미국,123.0,2011.0,901,2046,5144,9385,16585,24708,52663,7402,49353,24738
챔프,1.0,2.90725,,11772.0,558.0,95.0,이환경,"차태현,유오성,박하선",12세 관람가,드라마,한국,133.0,2011.0,207,344,982,822,2082,874,3476,162,1922,901
너는 펫,1.0,2.28755,,35824.0,432.0,338.0,김병곤,"김하늘,장근석,강하늘",12세 관람가,로맨틱 코미디,한국,110.0,2011.0,2396,2012,6281,2590,8486,1414,8524,128,3065,928
전국노래자랑,1.0,2.60612,,39843.0,846.0,387.0,이종필,"김인권,류현경,유연석",12세 관람가,코미디,한국,112.0,2012.0,1666,2224,3925,4317,7599,3167,10866,446,4101,1532
루퍼,4.0,3.48206,,93535.0,16363.0,1261.0,라이언존슨,"조셉고든-레빗,브루스윌리스,에밀리블런트",청소년 관람불가,SF,미국,119.0,2012.0,288,561,2032,3416,6295,13240,25718,3554,30097,8334
다크 섀도우,3.0,2.74808,,30649.0,2513.0,682.0,팀버튼,"조니뎁,에바그린,미쉘파이퍼",15세 관람가,로맨틱 코미디,미국,112.0,2012.0,730,1339,1872,3835,5814,2874,9108,317,3861,899
소스 코드,4.0,3.70224,,232416.0,12798.0,1744.0,던칸존스,"제이크질렌할,미쉘모나한,제프리라이트",12세 관람가,SF,"미국, 프랑스",93.0,2011.0,482,961,3364,5486,11430,27109,52436,13185,82530,35433
점쟁이들,3.0,2.39666,,33605.0,346.0,437.0,신정원,"김수로,강예원,곽도원",15세 관람가,코미디,한국,119.0,2012.0,1498,1860,4755,2979,8409,1689,8467,154,2996,798
가문의 영광5-가문의 귀환,1.0,2.3923,,48766.0,284.0,258.0,정용기,"정준호,김민정,유동근",15세 관람가,코미디,한국,104.0,2012.0,4514,2823,8046,3841,8484,3091,9982,603,4749,2633
알투비:리턴투베이스,1.0,2.4328,2.0,59970.0,597.0,592.0,김동원,"정지훈,이종석,유준상",15세 관람가,액션,한국,113.0,2012.0,4623,3850,7983,5638,11307,4200,13534,577,6021,2237
돈의 맛,1.0,2.52439,,87350.0,1325.0,657.0,임상수,"김강우,백윤식,윤여정",청소년 관람불가,스릴러,한국,115.0,2012.0,3657,4589,9147,8958,19576,6338,24014,699,8178,2194
토르: 천둥의 신,3.0,3.42266,,271491.0,3859.0,1415.0,케네스브래너,"크리스헴스워스,나탈리포트만,안소니홉킨스",12세 관람가,판타지,미국,112.0,2011.0,1544,3193,7844,13207,25326,29300,76022,7567,69791,37697
웜 바디스,4.0,3.18514,,164400.0,7616.0,1960.0,조나단레빈,"니콜라스홀트,테레사팔머,존말코비치",15세 관람가,코미디,미국,96.0,2013.0,2972,4411,6405,13087,17231,22602,43937,5275,35124,13356
간기남,3.0,2.62985,,132392.0,1148.0,503.0,김형준,"박희순,박시연,주상욱",청소년 관람불가,스릴러,한국,117.0,2012.0,4360,5514,15647,9522,28774,7242,37099,990,16669,6575
간첩,2.0,2.74421,,29203.0,634.0,329.0,우민호,"김명민,염정아,유해진",15세 관람가,드라마,한국,115.0,2012.0,535,1105,1875,2906,5952,2544,9767,245,3477,797
은교,4.0,2.98298,,267130.0,4468.0,1630.0,정지우,"박해일,김고은,김무열",청소년 관람불가,로맨스/멜로,한국,129.0,2012.0,4164,6295,16427,18565,42308,25362,85441,4827,47759,15982
브레이킹 던 part1,3.0,3.51084,2.0,245946.0,2640.0,566.0,빌콘돈,"로버트패틴슨,크리스틴스튜어트,테일러로트너",15세 관람가,판타지,미국,117.0,2011.0,4628,3961,13543,9505,21187,18155,50448,7420,58202,58897
오블리비언,3.0,3.44597,,115861.0,7316.0,1565.0,조셉코신스키,"톰크루즈,모건프리먼,올가쿠릴렌코",15세 관람가,SF,미국,124.0,2013.0,600,1159,2401,5509,8228,17768,31259,4950,33597,10390
만추,2.0,3.31623,4.0,114578.0,13304.0,1625.0,김태용,"현빈,탕웨이,제임스C.번스",15세 관람가,로맨스/멜로,"미국, 한국",115.0,2010.0,985,1622,5843,5026,12566,12215,29658,5054,29058,12551
원스,4.0,3.91168,5.0,292357.0,28848.0,2449.0,존카니,"글렌핸사드,마케타잉글로바,시낸허프",전체 관람가,로맨스/멜로,아일랜드,86.0,2006.0,832,1305,4454,5366,11127,25553,48281,21670,99658,74111
잘 알지도 못하면서,3.0,3.38022,,19557.0,4621.0,367.0,홍상수,"김태우,고현정,엄지원",청소년 관람불가,로맨스/멜로,한국,126.0,2008.0,159,232,765,705,1753,2535,4890,833,6065,1620
혹성탈출: 진화의 시작,4.0,3.71281,,317125.0,6811.0,1905.0,루퍼트와이어트,"제임스프랭코,프리다핀토,앤디서키스",12세 관람가,SF,미국,106.0,2011.0,1298,1700,5901,6986,16375,34513,65558,21634,112597,50563
그랜 토리노,3.0,3.89082,4.0,55288.0,12569.0,1095.0,클린트이스트우드,"클린트이스트우드,크리스토퍼칼리,비방",12세 관람가,드라마,미국,116.0,2008.0,117,140,1235,679,2082,5069,8491,5957,19881,11637
렛 미 인,3.0,3.7045,,93380.0,19619.0,1368.0,토마스알프레드슨,"카레헤레브란트,리나레안데르손,카린베그퀴스트",15세 관람가,공포,스웨덴,114.0,2008.0,404,585,2541,2241,5399,9506,18402,7115,30537,16650
밀리언 달러 베이비,3.0,3.76991,,91013.0,13700.0,721.0,클린트이스트우드,"클린트이스트우드,힐러리스웽크,모건프리먼",12세 관람가,드라마,미국,133.0,2004.0,230,328,1554,1542,3807,9213,18717,6107,34028,15487
디파티드,3.0,3.65439,,75924.0,12466.0,997.0,마틴스콜세지,"레오나르도디카프리오,맷데이먼,잭니콜슨",15세 관람가,범죄,미국,151.0,2006.0,156,287,1791,1559,4206,8309,17213,4206,27756,10441
허트 로커,3.0,3.79193,4.0,84703.0,12957.0,1340.0,캐스린비글로우,"제레미레너,안소니마키,브라이언게라그티",15세 관람가,전쟁,미국,130.0,2008.0,202,268,2201,1141,4211,7302,15370,6867,31050,16091
슬럼독 밀리어네어,2.0,3.89361,,228416.0,20226.0,1426.0,대니보일,"루비아나알리,마드허미탈,아슈토시로보가지와라",15세 관람가,드라마,"영국, 미국",120.0,2008.0,494,652,2527,3394,6830,24030,37440,17680,89429,45940
해바라기,3.0,3.79847,,279004.0,5309.0,1101.0,강석범,"김래원,김해숙,허이재",15세 관람가,액션,한국,116.0,2006.0,1156,1740,7022,6315,16277,20523,53876,13155,86159,72781
리미트리스,3.0,3.86227,,165067.0,15227.0,1844.0,닐버거,"브래들리쿠퍼,로버트드니로,애비코니쉬",15세 관람가,SF,미국,105.0,2011.0,332,563,1812,3646,5477,19374,28887,11324,59071,34581
토르: 다크 월드,3.0,3.61026,,201155.0,8272.0,2260.0,앨런테일러,"크리스헴스워스,나탈리포트만,톰히들스턴",12세 관람가,판타지,미국,112.0,2013.0,1064,1973,3163,8912,10646,30419,45172,9784,60075,29947
인정사정 볼 것 없다,3.0,3.5132,,92673.0,4674.0,440.0,이명세,"안성기,박중훈,장동건",12세 관람가,액션,한국,112.0,1999.0,278,507,2037,2300,6244,10160,26653,3025,32105,9364
범죄의 재구성,3.0,3.79031,4.0,170286.0,9963.0,872.0,최동훈,"박신양,백윤식,염정아",청소년 관람불가,범죄,한국,116.0,2004.0,350,660,2171,3112,6433,17306,34239,8687,67576,29752
미션 임파서블,4.0,4.07217,,228146.0,6790.0,920.0,브라이언드팔마,"톰크루즈,빙라메스,바네사레드그레이브",15세 관람가,액션,미국,110.0,1996.0,276,365,1476,1925,3928,17772,30771,14587,91244,65802
21,3.0,3.5912,,139467.0,5397.0,671.0,로버트루케틱,"짐스터게스,케빈스페이시,케이트보스워스",15세 관람가,범죄,미국,122.0,2008.0,389,943,2490,4922,7854,17443,35213,5886,46077,18250
파수꾼,5.0,3.96741,,83412.0,20916.0,2212.0,윤성현,"이제훈,서준영,박정민",15세 관람가,드라마,한국,117.0,2010.0,257,330,1155,1288,2454,8412,10796,10716,29022,18982
콘스탄틴,3.0,3.82444,,260318.0,10892.0,1800.0,프란시스로렌스,"키아누리브스,레이첼와이즈,샤이아라보프",15세 관람가,판타지,미국,120.0,2005.0,694,1202,3688,5456,11426,24772,50285,15423,90565,56807
클라우드 아틀라스,3.0,3.25892,,78467.0,15123.0,1471.0,라나워쇼스키,"톰행크스,휴그랜트,배두나",청소년 관람불가,SF,"미국, 독일",172.0,2012.0,943,1447,4105,4481,9384,8019,19819,3397,18212,8660
나우 유 씨 미 : 마술사기단,3.0,3.51799,,266590.0,11429.0,3144.0,루이스리터리어,"제시아이젠버그,마크러팔로,우디해럴슨",12세 관람가,범죄,"미국, 프랑스",115.0,2013.0,1774,3477,5125,14406,17676,38677,62680,13628,75206,33941
올드보이,5.0,4.08161,,426109.0,17403.0,2792.0,박찬욱,"최민식,유지태,강혜정",청소년 관람불가,스릴러,한국,120.0,2003.0,1247,1193,6516,4519,13570,24173,55266,38099,137720,143806
아내가 결혼했다,3.0,3.1362,,120409.0,3515.0,777.0,정윤수,"박찬,손예진,김주혁",청소년 관람불가,로맨틱 코미디,한국,119.0,2008.0,1547,2242,5198,7989,14666,13999,38101,2538,26421,7708
바르게 살자,4.0,3.23869,,79057.0,1681.0,530.0,라희찬,"정재영,손병호,고창석",15세 관람가,코미디,한국,102.0,2007.0,619,1109,3302,4214,8733,8828,24212,1996,19951,6093
셜록 홈즈,4.0,3.69325,2.0,316788.0,8945.0,980.0,가이리치,"로버트다우니주니어,주드로,레이첼맥아담스",12세 관람가,액션,"영국, 오스트레일리아, 미국",128.0,2009.0,917,1838,5139,9116,18027,30646,75167,11970,103712,60256
거북이 달린다,4.0,3.2313,3.0,149699.0,2654.0,471.0,이연우,"차정학,전해리,이기호",15세 관람가,코미디,한국,117.0,2009.0,829,1812,4594,7831,16394,15857,52474,2202,37739,9967
강철중: 공공의 적 1-1,3.0,3.47147,,208980.0,2101.0,502.0,강우석,"설경구,정재영,문성근",15세 관람가,범죄,한국,127.0,2008.0,1246,2047,6684,7645,17938,18994,56617,5528,62533,29748
해리 포터와 비밀의 방,4.0,3.93393,,476823.0,1968.0,963.0,크리스콜럼버스,"다니엘래드클리프,엠마왓슨,루퍼트그린트",전체 관람가,판타지,"영국, 미국",162.0,2002.0,1231,1675,6674,7739,17092,39458,84456,25448,158380,134670
페이스 오프,3.0,3.86852,3.0,164868.0,8332.0,779.0,오우삼,"니콜라스케이지,존트라볼타,도미니크스웨인",청소년 관람불가,액션,미국,138.0,1997.0,304,436,1535,2581,4676,16887,29990,10124,66684,31651
맨 인 블랙,3.0,3.89125,,349014.0,6582.0,791.0,베리소넨필드,"토미리존스,윌스미스,토니샬호브",12세 관람가,SF,미국,98.0,1997.0,567,936,2890,5305,9839,34581,64526,18022,136895,75453
행오버,3.0,3.64183,,119712.0,7962.0,999.0,토드필립스,"저스틴바사,제프리탬버,브래들리쿠퍼",청소년 관람불가,코미디,"미국, 독일",100.0,2009.0,1287,1288,3875,4165,6942,13426,22915,6517,36346,22951
청설,4.0,3.80162,,56109.0,12805.0,854.0,청펀펀,"펑위옌,천이한,진연희",전체 관람가,로맨스/멜로,대만,109.0,2009.0,265,359,1064,1483,2370,6615,9560,4219,18547,11627
제리 맥과이어,3.0,3.84398,,87846.0,12212.0,593.0,카메론크로우,"톰크루즈,쿠바구딩쥬니어,르네젤위거",15세 관람가,드라마,미국,138.0,1996.0,154,202,1317,1057,2658,9119,16130,5182,35775,16252
프리퀀시,3.0,3.93613,,70850.0,14750.0,831.0,그레고리호블릿,"데니스퀘이드,제임스카비젤,안드레브라우퍼",12세 관람가,SF,미국,117.0,2000.0,104,169,1038,890,2037,6723,10949,6279,26696,15965
이터널 선샤인,4.0,4.08404,5.0,283458.0,31801.0,6070.0,미셸공드리,"짐캐리,케이트윈슬렛,커스틴던스트",15세 관람가,로맨스/멜로,미국,107.0,2004.0,723,872,4951,3263,10121,16981,36031,27477,83660,99379
말할 수 없는 비밀,5.0,4.02288,,548546.0,10746.0,2725.0,주걸륜,"주걸륜,계륜미,황추생",12세 관람가,로맨스/멜로,대만,101.0,2007.0,1319,1979,6953,8631,17958,42021,80034,39152,177152,173347
바람,4.0,3.99843,,311695.0,14648.0,1836.0,이성한,"정우,황정음,손호준",청소년 관람불가,드라마,한국,107.0,2009.0,1034,1429,4428,5537,10331,26591,45174,21327,99255,96589
뱀파이어와의 인터뷰,4.0,3.83792,,104707.0,12673.0,1049.0,닐조던,"톰크루즈,브래드피트,안토니오반데라스",청소년 관람불가,공포,미국,123.0,1994.0,305,427,2078,1803,4372,10207,18543,7597,36668,22707
매트릭스 3 - 레볼루션,4.0,3.93548,2.0,226773.0,4862.0,725.0,라나워쇼스키,"키아누리브스,캐리앤모스,로렌스피쉬번",15세 관람가,SF,미국,128.0,2003.0,538,862,2911,4295,9152,16766,41344,12179,72282,66444
러브 액츄얼리,4.0,4.05762,,445666.0,20874.0,2251.0,리처드커티스,"휴그랜트,콜린퍼스,엠마톰슨",청소년 관람불가,로맨틱 코미디,"영국, 미국",135.0,2003.0,944,1181,4509,5482,11709,30742,64490,29064,155289,142256
업,4.0,4.04388,,339524.0,21017.0,3115.0,피트닥터,"에드워드애스너,이순재,조던나가이",전체 관람가,애니메이션,미국,101.0,2009.0,594,1061,3361,4573,9324,27502,48107,31350,112075,101577
늑대아이,4.0,3.89114,,170625.0,21956.0,2499.0,호소다마모루,"미야자키아오이,오사와타카오,쿠로키하루",전체 관람가,애니메이션,일본,117.0,2012.0,720,1008,2675,4103,6386,17989,27235,14873,53356,42280
월-E,4.0,4.01492,,322161.0,13093.0,2527.0,앤드류스탠튼,"벤버트,엘리사나이트,제프가린",전체 관람가,애니메이션,미국,104.0,2008.0,774,1141,5078,4630,11953,22164,47349,26216,101093,101763
매트릭스 2 - 리로디드,4.0,3.92303,,249261.0,5208.0,679.0,앤디워쇼스키,"키아누리브스,캐리앤모스,로렌스피쉬번",15세 관람가,SF,미국,138.0,2003.0,556,926,2842,4323,9663,19621,45325,13280,84889,67836
나 홀로 집에,3.0,3.9823,,566913.0,1882.0,1727.0,크리스콜럼버스,"맥컬리컬킨,조페시,다니엘스턴",전체 관람가,코미디,미국,105.0,1990.0,1032,1599,5414,7881,16206,45479,94380,31623,203987,159312
캐치 미 이프 유 캔,3.0,4.05253,,367009.0,28541.0,2569.0,스티븐스필버그,"레오나르도디카프리오,톰행크스,크리스토퍼월켄",15세 관람가,드라마,미국,140.0,2002.0,574,796,2506,4365,7226,33115,48677,34208,135556,99986
메멘토,4.0,4.06945,,305705.0,32794.0,3318.0,크리스토퍼놀란,"가이피어스,캐리앤모스,조판토리아노",15세 관람가,스릴러,미국,112.0,2000.0,693,762,4791,3019,9541,19382,38286,29112,103179,96940
콘택트,3.0,3.94302,,78747.0,16349.0,1455.0,로버트저메키스,"조디포스터,매튜맥커너히,윌리엄피츠너",12세 관람가,SF,미국,145.0,1997.0,126,211,1406,926,2681,7007,12362,7272,27048,19708
피아니스트의 전설,4.0,4.07597,,45368.0,15525.0,602.0,쥬세페토르나토레,"팀로스,프루이트테일러빈스,멜라니티에리",15세 관람가,드라마,이탈리아,123.0,1998.0,121,136,621,497,1140,3574,5496,4551,15125,14107
마이너리티 리포트,4.0,3.98606,,286830.0,20164.0,1464.0,스티븐스필버그,"톰크루즈,콜린파렐,막스폰시도우",15세 관람가,SF,미국,145.0,2002.0,375,528,1850,3209,5848,26364,43572,22589,116388,66107
중경삼림,5.0,3.98237,,81202.0,13844.0,1703.0,왕가위,"양조위,왕비,금성무",15세 관람가,드라마,홍콩,101.0,1994.0,187,230,1362,1013,2529,7110,11668,7684,27615,21804
시간을 달리는 소녀,4.0,4.02359,,424414.0,14639.0,2828.0,호소다마모루,"나카리이사,이시다타쿠야,하라사치에",전체 관람가,애니메이션,일본,97.0,2006.0,832,1189,3702,5697,10566,35681,60970,34154,152720,118903
아마데우스,4.0,4.03018,4.0,149600.0,15118.0,1410.0,밀로스포먼,"F.머레이에이브러햄,톰헐스,엘리자베스베리지",전체 관람가,드라마,미국,158.0,1984.0,290,359,1947,1608,3712,11697,20207,13640,54812,41328
모노노케 히메,5.0,4.03719,,287920.0,10960.0,1449.0,미야자키하야오,"클레어데인즈,마츠다요지,빌리크루덥",전체 관람가,애니메이션,일본,135.0,1997.0,774,906,3446,3737,7920,21949,40465,21740,98905,88078
아이덴티티,5.0,4.05722,,244219.0,18457.0,1953.0,제임스맨골드,"존쿠삭,레이리오타,아만다피트",15세 관람가,스릴러,미국,90.0,2003.0,559,588,3099,3002,6341,19183,32015,21644,83127,74661
타인의 삶,5.0,4.08585,,52190.0,36856.0,1231.0,플로리안헨켈폰도너스...,"울리쉬뮤흐,마르티나게덱,세바스티안코치",15세 관람가,드라마,독일,137.0,2006.0,121,139,867,483,1469,3780,5596,6844,17324,15567
토이 스토리,3.0,4.035,,376262.0,5276.0,1392.0,존라세터,"톰행크스,팀알렌,애니파츠",전체 관람가,애니메이션,미국,77.0,1995.0,736,1041,3586,4618,9728,28332,55722,27035,133502,111962
